title,story
두 개의 무덤을 팠다,눈이 내리던 그날 밤을 영원히 잊을 수 없다. 나는 모든 것을 잃어버렸고 끔찍한 악연이 시작되었다.
STONE AGE,그 누구도 건드리지 못하는 천재소년에게 고난이 시작된다.
별새의 여행자,"별새를 찾는 소녀와 별을 잃어버린 소년, 그리고 빛을 쫓는 어둠의 우주 여행 판타지"
점심을 위하여,"성백반과 친구들의 점심메뉴 고르기. 그들은 점심에 ""진심""이다."
상지은 하시원,사랑스럽지만 현실 감각 떨어지는 지은이와 냉철하지만 인간미 없는 시원이가 취업스터디에서 만나 사랑하고 성장하는 이야기.
두리안은 과일이 아니야!(완결),"집에서도 학교에서도 꼴통인 미로. 새 학기를 맞아 처음 오는 교실. 그런데 이게 뭐야?! 갑자기 웬 두리안이지? 두리안이 말을 한다! 오직 미로의 눈에만 두리안으로 보이는 상황. 개학 첫날부터 미로의 학교생활이 꼬인다. 두리안, 너 대체 뭐냐고! / 매주 일요일 업로드"
여우자매(정식연재),"아주 먼 옛날, 무서운 요괴로 알려진 구미호와는 거리가 먼 꼬마 여우자매 류월,류화를 중심으로 일어나는 어디로 튈지 모르는 일상이야기."
네일을 향해 쏴라,압도적인 피지컬로 타고난 싸움꾼이라 불렸던 남자의 재개발구역의 한 네일숍에서 무급 인턴으로 일하며 인생 2막을 열고자 노력하는 피땀눈물 성장 스토리 & 네일숍을 지키려는 악덕(?) 고용주 여자와의 좌충우돌 로맨스
LOST & FOUND,"기억을 지워주는 일을 하는 만인의 롤모델 베이지! 그런 그녀가… 기억 상실이라고?! 게다가 그녀의 눈에는 보이지 말아야 할 것들이 보이게 되는데…! 기억 상실도 들키면 안 돼, 이상한 게 보이는 것도 들키면 안 돼! 그치만 베이지는 이런 거 못! 해! 기억과 사랑을 둘러싼 로맨틱 성장 드라마…를 빙자한 베이지 수난 시대 스토리"
흑월의기사,복수를 위해 전국을 떠도는 기사 아르네스티 백작은 기묘한 뱀파이어와 마주한다. 한없이 무해해 보이는 이 뱀파이어의 정체와 목적은 무엇일까?
바람을 실은 메아리 (바람과 소원),"(정식연재 공지를 확인해주세요! :) ) 거듭된 실패로 가수의 꿈을 포기하려던 진바람은, 우연히 망해가던 사촌오빠 한석의 홀로그램 사업에 참여하게 되고 홀로그램 가면 '메아리'의 테스터가 된다. 바람은 가면을 쓰고 '민소원'이라는 가상의 인물이 되어 다시 한 번 가수에 도전하고, 매번 실패했던 바람과는 달리, '민소원'으로 도전하자 순식간에 유명해져 버린다. 테스트가 종료될 때까지 정체를 숨겨야 하는 바람. 그러나 바람의 뮤튜브를 오랜 기간 구독하던 친구 '구름'과, 같은 반 친구이자 천재 프로듀서인 '이현'이 갑자기 바람과 민소원에게 계속 관심을 보이는데..! 과연 바람은 들키지 않고 무사히 목표를 이루어낼 수 있을까?"
정글라이프,정글같은 일상속에 웹툰 하나....
그대 손에 물든 초록,"정년퇴임을 앞둔 60대 '구혜란, 취준생 20대 '은초아' 그리고 소녀 가장 10대 '김새록'. 혼자 살아가던 세 명이 만나 식물을 통해 서로를 치유해나가는 이야기"
신혼좀비,좀비 가족의 괴상한 일상.
이슬톡톡,"7명의 참이슬, 설마하니 한 남자를 두고 사랑에 빠질 줄은!"
능력안경,독자의 취향을 100% 반영하지 않은 세상 어디에도 없는 안경 장르 만화! 사실 나도 이게 무슨 장르인지 모를 만화에요. 하하하하하ㅏ하하ㅏ하하핳!!
집에가고싶다(완결),순도 100% 리얼 집순이 집곰팡이의 1년 365일 집에 가고 싶은 이야기.
법치국가法治國家,법을 마법으로 쓸수 있는 대한민국. 13세에 사형선고를 받고 법의 검을 짊어지고 사는 이연생. 사형수가 된 16세 이연생은 촉법소년으로 연명하고 있다. 촉법소년의 보호기간인 만18세가 넘어가면 머리 위에 검이 떨어져 즉각사형을 받게된다
연애일기,같은 학교에 재학 중인 대학생 여섯 명이 서로 우연히 만나 연애를 시작하고 사랑을 키워나가는 소소한 일상의 이야기입니다.
하나리즈,우리 그리고 너희들의 무지갯빛 이야기! 격주 월요일 업데이트됩니다!
눈을 떴을 때,"진정한 자신이 아닌 삶을 살아가던던 주인공. 어느 날 자신의 몸도 아닌 이세계에서 깨어났다. 낯선 몸에서 진정한 자아를 찾고, 원래 세계로 돌아가기 위해선 일단 심상치 않은 이곳에서 살아남아야 한다?! 이메일: kkw84012@naver.com / namong2618@gmail.com"
끽 단편선,"‘음습함’, ‘부적절한 행위’, ‘대화의 시발점’ 등등 흡연의 이미지들을 다양한 장르의 이야기로 통해 풀어 낸다. [매주 월요일 업로드]"
내가 누구냐 묻거든,보미는 자신이 쓴 소설 속 엑스트라이자 첫 번째 황후인 '한라'에게 빙의 된다. 한라는 소설 초반에 죽기 때문에 보미는 살 수 있는 방법을 궁리한다. 그런 보미를 지켜보는 이가 있었으니 바로 보미에게 몸을 빼앗긴 진짜 한라! 몸을 뺏겨 영혼의 상태가 된 한라는 죽은 사람의 몸 속엔 빙의할 수 있게 된다. 한라는 소설 여주인공이자 두 번째 황후가 되는 소현의 도움을 받아 진짜 자신의 몸을 되찾기로 결심한다. 그런데 뜻밖의 남자가 한라의 정체를 의심하기 시작하는데...
영주,"한적한 시골 마을에 사는 명랑한 소녀, 영주. 어느 날부터 영주가 사는 마을 뒷산에 대한 흉흉한 소문이 돌기 시작한다. 그 곳에서 벌어지는 일들은 과연...? (자유연재)"
서툴고 어리숙해도 좋아하는,여주인공 구하나는 평소 좋아하던 지여준에게 생일선물을 주려고 마음먹는다. 아무도 없는 도서실에 그를 부르고 선물을 책장 위에 숨겨놓은 채 잠깐 화장실을 갔다. 일을 마치고 돌아오니 도서실은 깜깜해져 있었고 거기엔 지여준의 시체가 있었다. 그리고 시체 옆에는 피 묻은 선물상자가 나뒹굴고 있었다.
[BL] HOLY JUNK,두 주인공과 주변인들의 일상을 통해서 과거와 현재를 천천히 이야기합니다.
바프일기,"헬스장은 오래 다녔지만 몸은 좋지 않은 헬린이, 큰 맘먹고 피티를 끊고 바디프로필에 도전한다."
나는 딸이다,바이러스가 퍼지고 괴물이 가득한 세상속에서 자신의 딸을 지키기 위해 노력하는 괴물엄마. 그런 엄마를 믿고 따르는 인간 딸 축복이. 엄마와 딸의 이야기가 시작한다.
오늘 또 후회,'저녁으로 치킨을 먹을걸'부터 시작해서 '그날 그런 말은 하지 말걸.'까지 또삼이 전해주는 좌충우돌 후회기
정떨어지는로맨스,세상에 갑작스럽게 퍼진 바이러스 NE-17. 이 바이러스에 감염된 사람들은 점차 감정을 잃어버린다. 한편 한 번도 연애를 해보지 못한 모태솔로인 신유희는 모종의 이유로 학교에 찾아온 김우진의 실수로 인해 NE-17에 감염되는데... 매주 화요일 밤 11시에 업로드합니다.
soso한 보통의,"인생에서 가장 아름답다는 20대, 정신 차려보니 벌써 절반이나 지났다고? 벌써 자리를 잡고 앞으로 나아가는 친구들, 방황하는 친구들, 그리고 뭐 하나 이뤄낸 것 없이 졸업을 앞둔 나. 알 수 없는 칠흑같은 미래, 그럼에도 품어보는 일말의 희망. 그 긴 항해의 시간동안 느끼는 소소하고 평범한 감정들을 일기처럼 적어본다."
엑스트라 Z씨,엑스트라 Z씨는 웹툰의 주인공이 되고 싶다.
에스테리아,"은하 변방의 작지만 특별한 세계 에스테리아, 그곳의 세계주 세이렌의 성장기. (자유연재)"
인류 선별 부서,하수구에 살던 소녀는 위를 향해 기어오른다. waa0147@naver.com 인스타 @yongwonmasulsa
귀신잡는 해병대,진짜귀신 때려잡는 짜세나는 내무생활
슬기로운 재수생활(완결),하이퍼리얼리즘 재수생의 탐구생활
하나의 시간,산책...아니 야생 산 고양이로 조금은 특이하게 살고 있는 서울 도련님 하나. 어쩌다 이렇게 되었는지 그 과정을 마지막 초콜릿까지 소중하게 그리고 같이 하나 하나 열어봐요.
찬란의 날,"기계 좀비가 가득해진 세상, 아버지를 죽인 나는 죽기로 결심했다."
날림생활기,날로 먹는건 좋은데 인생 날리는 건 싫어요(?) 아이러니 가득한 도둑놈심보로 인생 사는 기록들
사예의 식이장애 일지,"다이어트부터 시작했던 식이장애, 거식증과 폭식증을 겪고 이를 극복해나가는 이야기입니다."
성별역전,소꿉친구인 상아와 단하는 올해로 고등학생이 되었다. 교환병이라는 서로의 몸이 이따금 바뀌는 병을 앓고 있는 두 사람. 그런 두 사람에게 파란을 일으키는 한 여자 아이가 나타나는데. 어느 누구도 예상치 못한 특별한 사랑 이야기
이상낙원,마법 학원 판타지
유산은 처음이라,습관성 유산을 극복해 아이를 출산한 투빈맘의 경험담 이야기. 인스타 @2bin_mom 연재 중입니다.
호텔불란서,갑자기 호텔리어가 된 한국인들의 어설픈 프랑스 호텔 운영 기록
마귀,"악마로 태어난 남자, 그리고 그를 쫓는 형제."
덩키파티,바다를 가르는 검? 모든 걸 얼려버리는 마법? 요즘같은 세상엔 그런 건 한물갔다
BL작가 화이팅!,[BL] 성인 BL 웹툰작가 지호와 드라마 PD 영우의 애증 로맨스 코메디! (15세 이상만 보세요~~)
나를 위한 봄,"""우리 고2야"" 연애와 거리가 먼 주인공 하라의 앞에 나타난 전학생 한봄. 하라는 그가 누군지 모르지만, 그는 하라를 알고 있는 듯하다. 하라와 봄 그리고 친구들의 얽히고설킨 일상 학원 로맨스! [무기한 휴재합니다]"
채채쓰의 웃픈일기,채채쓰는 슬프지만.... 친구들은 웃기다고 하는 이야기들...!
고양이 마법학교,정식마법사가 되기위해 노력하는 고양이들의 좌충우돌이야기.
모호담,꿈으로 내일을 보는 자 걸어 다니는 시체 죽지 않는 살인마 이상하고 무서우며 아름다운 이야기
드림캐처,"나이트메어 VS 드림캐처 꿈을 꾸는 사람들을 잡아먹는 나이트메어로부터 사람을,꿈을 지켜라! #꿈속 #액션 #판타지 #소년만화 #미소녀 #로망 #성장 #액션 #드림캐처"
조폭소녀,조폭인 강하지 의문의 사건으로 인해 위장 신분으로 살게 되는데 강하지는 사건을 해결하여 원래 신분을 되찾을 수 있을까?(매주 금요일 연재) (당분간자유연재)
빅건맨,오직 능력자들만 노리는 샷건 살인마의 이야기.
집순이네 집밥,집순이네 다섯 가족의 소소한 일상과 따스한 음식 이야기를 풀어냅니다 (자유연재) 실화를 바탕으로 만들어진 픽션입니다
생각보다 잘 자랐습니다,"가정폭력+가난, 환상의 콜라보 속에서 자란 두사람 이야기"
죽음과 동화,"두려움, 증오 그리고 사랑. 그들의 달콤씁쓸한 동화가 시작됩니다. 자유 연재. 15세 이상."
나의 대주주가 되어주오,평범한 고등학생 박주주는 오래 전 이상한 말을 자주하던 소꿉친구 이매수와 재회하게된다. 그들의 심히 개그스러운 주식 연애 이야기.
지새는 밤,로맨스 만화
운명...인가요?,한 카페에서 일하게 된 지운은 얼떨결에 카페 사장님들의 정체를 목격하게 되는데 …
홈 스윗 홈,자유연재합니다^^!
전설의 미친 전교1등,단 2분만에 상류층 입시비리를 개박살낸 전교1등 고3 강익찬. 자신의 성적을 지키기 위해 불가능한 싸움을 벌인다.
피오키노,"소년 피오가 어느날 함정에 빠져 악마를 만났지만, 그로 인해 더욱 성장하는 이야기."
여자가 좋아,"인간의 정기. 즉, ‘결정’을 마력으로 바꿔 살아가는 서큐버스 ‘혜미’는 어느 날 마계의 금기를 어기고 인간세계로 보내진다. 혜미는 서큐버스 퀸에게 용서를 구하기 위해서 인간 남자의 순수하고 맑은 결정을 마계에 바쳐야 한다. 그러지 못한다면 마력을 모두 빼앗기고 마계에서 버려진다는데.... 과연 혜미는 무사히 결정을 얻고 서큐버스로 살아 갈 수 있을까?"
무인도 Vlog,"달랑 핸드폰 하나만 주어진 채 무인도에 버려진 성바다, 무인도에서 방송인으로써 성장해나가는 바다의 코믹 생존 드라마"
윤덩까툰,윤덩의 소소한 일상입니다. @yoondung_cartoon
스토커의 하루(정식연재),"남자를 따라 옆집으로 이사 온 스토커, 그를 위해 어떤 짓까지 하게 될까?"
THE 극한가장,일본 오사카에서 살아가는 네가족의 일상 개그툰
무왕탑(완결),이유도 모른 채 마왕탑에 갇혀 있는 마왕은 우연히 탑에서 탈출에 성공하게 된다. 그대로 땅에 떨어진 마왕은 기절하고 지상에 있던 소피아는 마왕을 용사로 착각해 자신의 집에 데리고 와 잘 보살펴 준다. 정신을 차린 마왕은 마을 곳곳을 탐방하며 즐거운 시간을 보내려 하지만 원하는 것을 얻기 위해선 돈이 필요하다는 세상의 이치를 맞닥뜨리게 되고 탑에서 떨어지면서 힘을 잃은 마왕은 이리저리 치이며 고군분투하게 된다.
꿀꾸리? 꿈꾸리!,얼떨결에 국제학교 학생이 된 꿀꾸리의 성장일기-
30일후(정식연재),우연히 찾아온 행운에 가려진 충격적인 미래! 악마의 미로에서 빠져나올 수 있을까?
우리집엔 호랑이가 산다(완결),호랑이 굴에서 살아남기 위한 아이들의 고군분투 생존기.
홍시관찰일기,매일매일 아들 관찰일기!
자퇴생은 그림 그려,"자신의 길은 스스로 정하기로 결정한 학교 밖 청소년, 에세이 형식으로 자신이 주인공인 만화를 그리기로 결정했다. 자퇴생으로서의 경험을 만화로 담았습니다."
평범한 도화살,평범한 나를 좋아해 줄 누군가가 나타날까? 하이틴 로맨스를 꿈꾸던 평범에게 어느 날 갑자기 도화살이 생기고 학교 왕자님 이도화로부터 고백을 받는데.. 과연 사랑과 우정 그리고 도화살까지 모든 것을 지키고 해피엔딩이 될 수 있을까?
환영의 끝,"현실에선 쭈굴, 꿈속에선 갓생 자각몽 고수 서도하! 갑자기 7년후!? 현실판 자각몽인 환영술을 익힌다! 꿈이 현실로 이루어졌다! 이제 신나게 살면 되는데..! 내 선택에 지구의 운명이 걸렸다고..?"
1억 받고 고백하기(완결),고백하면 돈 준다는데?
야호!장룡,"중학 높이뛰기 선수 출신 양자경이 운동을 포기하고 평범한 고등학생이 되기로 다짐한 순간, 배구의 유혹이 찾아온다."
판타지 TV,판타지 세계의 모험 방송 스티리머 이세계 판타지다.
그대로 멈춰라,"아버지 사후, 육상선수라는 꿈마저 좌절당한 주인공(정지웅)은 아버지가 남긴 시계를 앞에 두고 ‘내일이 오지 말라’고 바란다. 잠에서 깨어났을 때 지웅은 자신을 제외한 세상의 시간이 멈췄다는 사실을 깨닫는다. 1년 가까이 영문도 모른 채 세상을 떠돌아다니던 지웅은, 어느 날 멈춘 시간 속에서 움직이는 수수께끼의 소녀, 하모나와, 그런 소녀를 뒤쫓는 괴물들을 만나게 된다. 세상의 비밀이 소녀에게 있다고 파악한 지웅은 괴물들을 피해 그녀의 뒤를 추적하기 시작하는데. 더 이상 의미 없이 시간을 보낼 수 없다. ‘영원한 오늘’이 아닌 ‘오지 않는 내일’을 위해 소년은 다시 한 번 달리기 시작한다."
사탄대출,"가진 거라곤 빛뿐인 17살 소년 무이자, 꿈도 희망도 없는 그의 인생을 바꿀 유일한 방법은 악마와 거래를 통해 히어로가 되는 길 뿐이다. 하지만 악마에게마저 거절을 받은 무이자는 최후의 수단으로 ‘사탄 대출사무소’로 향한다."
주식왕고양,"학교에서는 아무도 모르는 조용한 학생인 고앵 하지만 집에서 컴퓨터를 켜는 순간 인기 주식유튜버 고등학생 고앵은 어떻게 주식을 잘 할 수 있는 걸까? 주식과 재미를 잡은 본격 주식웹툰, 주식왕고양이"
하프타임 바운스,인생의 절반 시점으로 돌아가 아내를 만났다.
백설공주와 마녀의 계약,"바닥에서부터 겨우 왕비의 자리에 올랐다. 이제는 잘 먹고 잘 살날만 남은 줄 알았는데, 웬 걸 백설을 낳다가 정신을 잃었고, 눈을 뜨니 10년 전 왕비의 자리를 두고 겨룬 정적의 모습이 되어있었다. 왕비의 자리가 공석이 된지 10년. 왕은 왕비를 잊지 못해 업무를 핑계로 계속 미뤘으나, 이제 더 이상 미룰 수 없는 상황까지 도달되었고... 결국 신하들에 등살에 떠밀려 왕은 왕비를 맞이하기 위한 파티가 열리는데... 이를 막고자 하는 백설공주와 왕비, 과연 어떻게 될 것인가."
울면안돼!,2029년에 눈을 떴다. 그런데 내가 아무도 울수없는 새로운 전염병을 퍼뜨린 흑막이라고? . [10일 연재]
박터틀 컴퍼니,뮤지션들의 유쾌한 일상을 다루는 음악공감 웹툰입니다!
원인탐구생활,"[일상&고양이만화] 쌍둥이와 언니, 코숏 아리보리의 일상 이야기"
남편 먹는 여자(정식연재),그녀는 완벽한 남편의 사랑을 받고 있다. -매주금요일오전
낮게 날고있는 연,정부에 의해 키워진 유전자변형의 초능력자 LMO. 기관에서 탈출 후의 이야기.
종말 본능,"""외계인은 지구 밖에서 오는 게 아니라 우리 안에 있는 거였어."" 인간이 녹아내리고, 괴물이 들끓는다. 괴물과 한 몸이 되어버린 기억 상실 소년 '신광'. 또다시 소중한 것을 상실하고 복수를 쫓지만, 다가갈수록 떠오르는 과거의 기억들과 마주하게 되는 진실 속에서 소년은 선택의 기로에 선다. 괴물이 될 것인가, 인간이 될 것인가."
별이 내린 여름날(완결),"모든 것을 잊어버리고 싶은 소녀가 만난, 어느 여름날의 마법과 기적."
소란 씨스터즈,네 자매 가족 일상 웹툰.
허무의 기록,자유연재
궁궐의 맛,"골목식당에서 펼쳐지는 상큼 발칙 로맨스 판타지! 밥 잘 차려주는 장금이, 잘생긴 백종원을 만나다."
별님 아래 귤님(완결),왜 우리 자꾸 마주치는걸까? 대학 청춘 먹방 로맨스! (10일 연재)
마이데이,"난생 처음 사랑에 빠진 왈가닥 소녀 차지우, 하지만 첫사랑 상대의 옆엔 항상 거슬리는 그 녀석이 붙어있는데...저 녀석을 어떻게 처리하지? 달라도 너무 다른 두 집단의 좌충우돌 성장 드라마! / 자유연재"
수누로그,평범했지만 생각해보면 실소가 터지던 일을 끄적여보는 수누의 일상툰
오늘부터 이세계 아이돌,"유람선 파티 도중, 바다에 빠져버린 탑 아이돌 하진. 눈을 떠보니 이세계?! 먹고 살려면 이 곳에서도 아이돌을 해야겠습니다. 근데 여기... 아이돌이라는 직업이 없다 !?"
미스터리 록앤 시트러스,<카카오 금요웹툰 정식 연재> 심령 현상 마니아들이 모인 미스터리 연구부 부장 차유자. 귀신들이 방해하지만 락을 하고 싶어요
봄이와,처음 봄이가 뒤집기를 했을 때 느꼈던 경이로움은 지금도 생생해요. 그런 순간들을 남기고 싶은 마음에 만화를 그리기 시작했어요. 육아를 하면서 엄청난 양의 지식과 노하우를 익혀간다는 걸 알게 되었어요. 그것들이 공유된다면 서로 참고가 되고 좋겠다는 생각도 들었어요. 직접 아이를 키우고 있지 않은 사람들에게도 육아의 풍경이 그려졌으면 좋겠어요. 육아를 앞둔 임신부나 아직 육아에 서툰 엄빠들에게도 도움이 된다면 좋겠구요. 누구보다 홀로 고군분투하고 있는 독박육아맘/빠들에게 작은 힘이 된다면 큰 기쁨이겠습니다.
분쇄게이트,"""게이트가 폭주하는 원인은 모두 너 때문이야."" 하급 능력자 최슬기. 세상에는 정체를 숨기며 게이트를 처리하고 다니던 빌런과 만남을 계기로 또 다른 능력이 깨어나면서 모든 게이트의 폭주가 가속화된다. gywls412@naver.com"
팬 건 네가 처음,"백 살도 안 되는 어린(?) 여우요괴와 잘못 전학 온 소년의 격돌 스토리. 목요일 12시, 1주에 한 번씩 업데이트됩니다. 댓글과 별점은 작가를 춤추게 합니다. *^^* dollsart@naver.com"
사람이라호,비범한 남녀 도원과 결이. 지상에 퍼진 도화 씨가 만들어낸 사건들을 해결하기 위해 서로에게 묶이다?! 우연이 겹치면 필연. 이제야 비로써 멈춰있던 그들의 시간이 다시금 돌아가기 시작한다.
낭랑 18세,"나뭇잎만 떨어져도 까르륵 웃는 낭랑 18세, 남자가 꼬인다?! 첫만남에 불꽃이 튀는 눈 맞춤을 한 상대가 알고보니 학교 선생님! 그리고 이어서 등장하는 전 남친, 첫사랑, 마지막으로 짝남(과거)까지!!! 순정만화의 주인공이 되어버린 주인공 예령은 자신 앞에 닥쳐온 시련들을 어떻게 헤쳐나갈 것인가..?"
모험가 용역 장씨,'세계교차'로 인해 뒤섞여 버린 두 세계. 그곳에서 살아가던 일용직 노동자 '장도리'의 모험가 생활이 시작된다! ※매주 화요일 연재※
"나는 오늘, 퇴사를 하였다.",40대 평범한 직장인의 갑작스러운 퇴직후 살아가는 실제 이야기.
물고기로 살아남기!(정식연재),승승장구 성공의 길을 걷고있던 대표 이유신. 그에게 갑자기 닥친 시련. 과연 이유신은 가족들의 품으로 돌아갈 수 있을까.
해골 잭,"우유부단하기만 했던 한 소년, 선호. 사랑하는 사람을 구하기 위해 스스로 저주에 걸려 괴물과 싸워나간다."
저주라는이름의축복,여왕님의 축복을 받은 소년의 이야기
오늘도 분홍했분홍,어느날 갑자기 찾아온 이명이야기와 소소한 일상이야기 (자유연재)
"스물 다섯, 어디로 가야 하죠?","솔직한 생각, 느낌이 담긴 일상 만화"
용사 성장 프로젝트,마왕이 용사 키우는 만화 (격주 일요일 연재)
도깨비 부른다(정식연재),잡귀들린 아이들이 우연히 만나 모여서 국내 최대 마약 조직의 검은 돈을 훔치려 한다. 생각 했던것 보다 더 위험한 곳에 발을 들인 아이들은 어떻게 될까?
말레이시아 리스키씨,1년내내 여름인 나라 말레이시아에 사는 가족생활기 동남아거주 1n년차
자고싶어,"“그들을 사랑해선 안 돼, 무슨 말인지 알지?” 꿈을 다루는 존재, 이데. 그리고 그녀가 맡은 새로운 담당인, 수호. 이데가 수호의 꿈속에서 연인을 연기하는 도중 수호가 그녀의 존재를 눈치채게 되고,그들은 서로 느껴선 안 되는 감정을 느끼고 마는데...! [자유연재]"
개그용사,용사가 될 생각이 없는 개그맨 지망생 파르스와 자신의 실수를 바로잡아야 하는 하늘신 전령 니케. 서로 전혀 맞지 않는 둘의 기상천외한 여정이 시작된다.
누들트럭,"낙방 4년 차 사시생의 우연인 듯 필연인 듯, 도피인 듯 도전인 듯 시작된 푸드트럭 생존기"
게임이 쳐들어왔다.,게임폐인 최노리. 어느날 갑자기 게임 속? 심지어 내가 깼던 게임? 빨리 깨고 현실로 돌아가려는 최노리. 하지만 게임은 암것도 아닌데. 다른 것들이 앞길을 막는다.
스크류 드라이버,3차 세계대전이 발발한 멀지 않은 미래. 전쟁을 피하기 위해 각 나라를 이탈한 피난민들이 모여 만든 도시 칼렘. 기억력이 남들보다 뛰어날 뿐인 평범한 테노는 어느날 범죄 조직인 ‘루나이트’에게 딸 아이를 살해 당한다. 범인을 가리키는 확실한 증거가 있음에도 도시에 뻗어있는 ‘루나이트’의 영향력 때문에 좀처럼 잡힐 기미가 보이지 않았다. 하루하루를 참담한 기분으로 살던 어느날. 테노가 일 하던 바(bar)에서 단골 손님인 이호가 술에 취해 흘리고 간 핸드폰을 주웠다가 큰 소동에 휘말리게 되는데...
백일고 상상클럽,서로의 상상을 공유하는 동아리 [상상클럽]. 백일고등학교의 덕후 동아리로 유명한 [상상클럽]에서 펼쳐지는 학교 일상과 매일 다른 상상 이야기!
왕과 나(완결),서자출신으로 출세길이 막혀있던 시온은 스승의 천거로 세자익위사로 임명되는데 임금으로부터 생각지도 못한 이야기를 듣고 당황한다. 바로 세자가 여자라는 것! 여자인 세자를 호위하게 된 시온과 조선의 왕세자 이현의 사랑과 성장스토리.
오! 탁구,탁구에 미친 사단장의 부임으로 평화롭던 제 2보병 사단은 훈련 과목에 탁구를 추가하게 된다! 군대에서 뜨겁게 탁구치는 한국형 청춘 스포츠물! 오!탁구.
복숭아 꽃이 피었습니다,대인 공포증을 앓고 있는 '복숭'은 갑작스러운 사고로 다친 아빠를 대신해 치킨 배달을 해야만 한다. ✿✿✿ 매주 목요일에 업로드 됩니다 ✿✿✿
단순자살입니다.,경찰 공무원을 준비하는 공시생과 소시오패스 범죄 소설작가의 달콤살벌 로맨스릴러.
SUB,어린 나이에 꿈을 포기하게 된 아이들의 성장 이야기
앙(怏),학창시절 내내 학교폭력에 시달린 오흥선. 그리고 흥선을 괴롭혔던 이차진. 데뷔를 앞두고 둘은 계획적인 만남을 갖게 되는데...
버닝닥터,"역병의 실체화인 역병귀, 그리고 동생을 지키기위해 고군분투하는 주인공 하선이의 이야기!"
촉법,다른 사람에게 죄가 인식되지 않는 촉법 능력을 가진 '윤여몽'과 그 주변에서 일어나는 이야기.-
그리고 아무 일도 없었다.,우연히 만난 그녀석과 일어 나는 이야기
피카부!,고등학생 한수현은 우연한 사건으로 전학생 백희찬이 사실 흰 여우 요괴였다는 사실을 알게 된다. 희찬은 어느 날부터 마을에서 느껴지는 강한 요기의 정체를 밝히기 위해 인간으로 위장해 마을로 내려와 있었던 것. 연이어 터지는 이상한 사건들에 수현은 희찬과 함께 요기의 정체를 찾아 나서게 되는데…
백작저를 나가야 하는 이유,라피카의 양친은 전쟁에 나가 목숨을 잃었다. 전쟁 중 그녀의 부모에게 은혜를 입었다는 트로이드 백작은 그녀를 양녀로 들인다. 그로부터 7년이라는 시간이 지났다. 과거와 비교할 수 없는 호화로운 생활. 하지만 라피카는 이 모든 것을 뒤로하고 저택을 나가겠다는 마음을 먹는다. 그러나 뜻대로 흘러가지 않는 현실. 그런 라피카의 눈에 전쟁 영웅이라 불리는 아이든이 나타난다.
프레이(정식연재),"일상을 지키는 기사, 동시에 무엇이든지 없애는 악마."
목욕탕 신령님!,섬마을의 작은 목욕탕 집 손녀 ‘은호’가 어느날 목욕탕에 나타난 용왕의 아들 ‘동해’를 만나 동해를 다시 용궁으로 돌려보내기 위해 고군분투하는 이야기.
궁미일기,평범하게 하루하루 살아가는 궁미씨는 육아 시작 후 바쁜 나날을 보내게 된다. 평범 하지만 숨찬 일상을 보여드리겠습니다.
코코피시방,방학을 맞은 은아의 pc방 아르바이트 도전기!
신을 죽인 아이들,가난하지만 가족들이 있어 버티며 살고 있는 어린 노예 소년 “재하” 어느날 가족이 신에게 살해당하고 재하는 존재도 모습도 모르는 신을 향해 복수심을 불태운다. 그러던 중 신에게 맞서는 집단 “사신단”이 찾아오고 재하는 사신단에 들어가면서 세상을 적으로 돌리게 되는데...?
하루의 하늘,"[자유연재] 인간에 대한 불신을 가지고 있는 이하루. 애매한 관계의 친구 홍성경, 항상 자신에게 구애하는 배우연. 그리고 그 사이에 나타난 윤하늘로 인해 이하루는 겪어보지 못한 감정을 느끼게 된다. 이하루를 둘러싼 다각관계 로맨스"
급식으로 사는 법,개학으로 인한 자유연재 !! 인스타 아이디: yeand_8_
S탐정 앙드레,탐정 앙드레와 외계인(?)조수 옥토끼. 진실에 가까워지기 위한 두 유기체의 일상
경기예술고등학교 19기 G-CAF,경기예술고등학교 만화애니메이션과 19기 창작만화반
호구 도사,조선 최고의 고령도사가 되고 싶다!
더 리턴,"*이 만화는 만화 속 시대에서 일어나는 픽션일 뿐, 현재 일들과는 무관함을 알려드립니다.* *이 만화는 특별한 시대적 배경이 없는 작가가 만들어 낸 시간과 공간에서 벌어지는 스토리입니다.* (옷이나 배경, 직위 등이 비교적 자유로울 수 있으니 참고하여 감상해주시길 바랍니다.)"
의대생 하루,"드라마, 소설에 나오는 의대생은 모든 것이 완벽해 보인다. 과연 실제로도 그럴까? 사람냄새 나는 의대생들의 리얼 일상 에피소드를 지금 공개합니다. 자유연재."
블루랜드,파랗고 무채색으로 변한 세상에서 살아가는 존재들의 서바이벌 판타지 육아물(?) (매월 24일 연재중)
어느새 미대생,미대라고 다 같은 미대가 아니다! 대학을 졸업하고 또다시 대학에 입학한 하새의 비주류학과 미대 이야기! 과연 어떤 미대생활을…?
여배우 안태이,여배우 안태이를 둘러싸인 질투와 집착의 이야기.
"빛, 봉인의 열쇠",돌연변이 악령인 레이. 억울하게 봉인된 악령들을 구출하기 위해 '열쇠 변형'에 소질 있는 신입 클로에를 이용한다. 악령은 사람의 혼을 먹는 나쁜 존재로만 알았던 클로에. 하지만 레이와의 여행을 통해 악령에 대한 편견이 깨지기 시작하는데...
이게좋아,인생의 1/3을 붙어지내는 두남자 이야기
